Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Country,Latitude,Longitude
Ginger,Agro Export Nigeria Ltd,France,2021-05-06,727,21997.05,7782.56,15991855.35,Lagos,Sea,171193361.448,France,48.856614,2.352221
Cashew,Agriplus Nigeria Limited,Switzerland,2020-11-01,618,34261.66,9850.59,21173705.88,Lagos,Sea,337497565.3794,Switzerland,46.818188,8.2275
Rubber,Agriplus Nigeria Limited,Sweden,2021-07-25,405,13582.18,5894.22,5500782.9,Warri,Sea,80056356.99960001,Sweden,59.334732,18.057936
Plantain,Agriplus Nigeria Limited,Sweden,2020-07-24,498,15043.56,2367.6,7491692.88,Lagos,Sea,35617132.655999996,Sweden,59.334732,18.057936
Sesame,Agriplus Nigeria Limited,Denmark,2020-08-31,775,17452.74,2686.62,13525873.5,Port Harcourt,Sea,46888880.338800006,Denmark,56.2563,9.568083
Plantain,Agriplus Nigeria Limited,Spain,2021-02-05,617,12552.78,3859.98,7745065.26,Port Harcourt,Sea,48453479.7444,Spain,40.463831,-3.749225
Cashew,Greenfield Agro Exporters Nigeria Limited,Germany,2023-03-31,278,28564.88,8098.26,7941036.64,Lagos,Sea,231325825.10880002,Germany,51.165691,10.451526
Cashew,Prime Agro Exports Nigeria Limited,France,2020-04-21,123,28223.94,4207.73,3471544.62,Lagos,Sea,118758719.05619998,France,48.856614,2.352221
Cashew,Nigeria Agro Export Company,Netherlands,2021-06-24,670,29082.54,4982.72,19485301.8,Calabar,Sea,144910153.70880002,Netherlands,52.377956,4.897976
Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,2022-07-18,779,26423.8,2626.87,20584140.2,Lagos,Sea,69411887.506,Netherlands,52.377956,4.897976
Cocoa,Greenfield Agro Exporters Nigeria Limited,France,2022-07-18,945,32510.05,5669.22,30721997.25,Warri,Sea,184306625.661,France,48.856614,2.352221
Ginger,Prime Agro Exports Nigeria Limited,Netherlands,2022-01-12,740,49218.64,3231.87,36421793.6,Lagos,Sea,159068246.05679998,Netherlands,52.377956,4.897976
Rubber,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-03-06,199,47269.53,9258.5,9406636.47,Lagos,Sea,437644943.505,Switzerland,46.818188,8.2275
Cocoa,Agro Allied Exporters Nigeria Limited,Denmark,2020-05-31,216,25895.71,5588.44,5593473.36,Lagos,Sea,144716621.59239998,Denmark,56.2563,9.568083
Cocoa,Solid Agro Nigeria Limited,Denmark,2020-07-29,723,24896.53,4266.1,18000191.19,Calabar,Sea,106211086.633,Denmark,56.2563,9.568083
Cocoa,Nigerian Export Promotion Council (NEPC),France,2021-03-31,673,45974.0,7313.46,30940502.0,Lagos,Sea,336229010.04,France,48.856614,2.352221
Cashew,Solid Agro Nigeria Limited,Belgium,2023-01-15,555,16865.51,4394.07,9360358.05,Lagos,Sea,74108231.52569999,Belgium,50.508308,4.351728
Rubber,Golden Farms Nigeria Limited,Germany,2020-06-03,710,48182.29,5868.44,34209425.9,Port Harcourt,Sea,282754877.92759997,Germany,51.165691,10.451526
Sesame,Solid Agro Nigeria Limited,Spain,2021-10-19,993,41505.97,4434.9,41215428.21,Warri,Sea,184074826.353,Spain,40.463831,-3.749225
Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-04-30,559,30415.41,2103.4,17002214.19,Lagos,Sea,63975773.394,Sweden,59.334732,18.057936
Plantain,Nigerian Export Promotion Council (NEPC),Germany,2020-01-23,870,28422.6,7385.82,24727662.0,Port Harcourt,Sea,209924207.53199998,Germany,51.165691,10.451526
Palm Oil,Prime Agro Exports Nigeria Limited,Germany,2023-04-06,569,45141.75,8810.63,25685655.75,Port Harcourt,Sea,397727256.80249995,Germany,51.165691,10.451526
Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,2023-04-09,127,18303.06,6427.12,2324488.62,Lagos,Sea,117635962.9872,Belgium,50.508308,4.351728
Plantain,Greenfield Agro Exporters Nigeria Limited,Italy,2020-06-25,430,18902.8,5916.22,8128204.0,Port Harcourt,Sea,111833123.416,Italy,41.890238,12.496365
Palm Oil,Nigeria Agro Export Company,Netherlands,2021-10-27,391,19901.91,2594.44,7781646.81,Lagos,Sea,51634311.3804,Netherlands,52.377956,4.897976
Cocoa,Nigerian Export Promotion Council (NEPC),Denmark,2023-01-20,839,42307.64,2725.48,35496109.96,Lagos,Sea,115308626.6672,Denmark,56.2563,9.568083
Cassava,Nigeria Agro Export Company,Netherlands,2023-06-04,314,33005.79,7392.48,10363818.06,Warri,Sea,243994642.4592,Netherlands,52.377956,4.897976
Plantain,Greenfield Agro Exporters Nigeria Limited,Denmark,2023-11-22,188,41952.09,9861.73,7886992.92,Lagos,Sea,413720184.5156999,Denmark,56.2563,9.568083
Rubber,Golden Farms Nigeria Limited,Italy,2023-08-13,812,10721.81,4908.79,8706109.72,Warri,Sea,52631113.7099,Italy,41.890238,12.496365
Rubber,Agro Allied Exporters Nigeria Limited,Belgium,2021-03-17,709,41015.1,8138.42,29079705.9,Warri,Sea,333798110.142,Belgium,50.508308,4.351728
Palm Oil,Farmgate Nigeria Limited,Spain,2020-03-17,783,46845.94,7199.79,36680371.02,Lagos,Sea,337280930.35260004,Spain,40.463831,-3.749225
Ginger,Farmgate Nigeria Limited,Italy,2023-05-09,684,32847.98,4767.0,22468018.32,Port Harcourt,Sea,156586320.66000003,Italy,41.890238,12.496365
Cashew,Solid Agro Nigeria Limited,Spain,2022-10-20,494,15808.25,8514.16,7809275.5,Lagos,Sea,134593969.82,Spain,40.463831,-3.749225
Palm Oil,Prime Agro Exports Nigeria Limited,Netherlands,2021-09-10,248,49335.1,4909.96,12235104.8,Lagos,Sea,242233367.596,Netherlands,52.377956,4.897976
Rubber,Prime Agro Exports Nigeria Limited,Belgium,2021-11-01,301,46047.77,3519.61,13860378.77,Lagos,Sea,162070191.7697,Belgium,50.508308,4.351728
Sesame,Agro Export Nigeria Ltd,Denmark,2020-07-18,586,27772.8,7589.35,16274860.8,Calabar,Sea,210777499.68,Denmark,56.2563,9.568083
Cocoa,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-05-19,743,20825.01,2879.25,15472982.43,Calabar,Sea,59960410.0425,Sweden,59.334732,18.057936
Palm Oil,Farmgate Nigeria Limited,Netherlands,2021-10-09,428,33222.48,9269.51,14219221.44,Warri,Sea,307956110.58480006,Netherlands,52.377956,4.897976
Cashew,Agriplus Nigeria Limited,Denmark,2023-12-17,104,28856.79,6754.28,3001106.16,Port Harcourt,Sea,194906839.5612,Denmark,56.2563,9.568083
Rubber,Farmgate Nigeria Limited,Belgium,2021-07-12,599,48007.01,6015.13,28756198.99,Port Harcourt,Sea,288768406.06130004,Belgium,50.508308,4.351728
Ginger,Nigerian Export Promotion Council (NEPC),Netherlands,2020-06-16,115,25006.63,5301.73,2875762.45,Warri,Sea,132578400.4699,Netherlands,52.377956,4.897976
Sesame,Farmgate Nigeria Limited,Austria,2021-06-09,762,31052.45,5531.35,23661966.9,Lagos,Sea,171761969.3075,Austria,47.516236,14.550072
Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-09-22,479,17626.87,6801.41,8443270.73,Warri,Sea,119887569.88669999,Netherlands,52.377956,4.897976
Rubber,Agro Export Nigeria Ltd,Italy,2021-09-03,887,39899.3,4319.57,35390679.1,Lagos,Sea,172347819.301,Italy,41.890238,12.496365
Palm Oil,Nigerian Export Promotion Council (NEPC),Austria,2021-05-02,655,45931.66,6251.45,30085237.3,Lagos,Sea,287139475.907,Austria,47.516236,14.550072
Plantain,Nigeria Agro Export Company,Switzerland,2020-11-15,909,19171.77,5159.22,17427138.93,Warri,Sea,98911379.2194,Switzerland,46.818188,8.2275
Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-12-25,667,33489.07,9214.17,22337209.69,Lagos,Sea,308573984.1219,Sweden,59.334732,18.057936
Cocoa,Nigeria Agro Export Company,Denmark,2023-01-12,295,15255.06,5692.82,4500242.7,Warri,Sea,86844310.66919999,Denmark,56.2563,9.568083
Sesame,Nigerian Export Promotion Council (NEPC),Sweden,2021-09-07,930,11752.59,7463.08,10929908.7,Lagos,Sea,87710519.3772,Sweden,59.334732,18.057936
Ginger,Nigeria Agro Export Company,Switzerland,2021-04-01,808,36102.12,4257.5,29170512.96,Calabar,Sea,153704775.9,Switzerland,46.818188,8.2275
Plantain,Prime Agro Exports Nigeria Limited,Netherlands,2023-02-02,589,47737.46,4814.23,28117363.94,Calabar,Sea,229819112.05579996,Netherlands,52.377956,4.897976
Cashew,Nigerian Export Promotion Council (NEPC),Sweden,2022-03-03,212,38606.82,8270.19,8184645.84,Lagos,Sea,319285736.6958,Sweden,59.334732,18.057936
Cocoa,Greenfield Agro Exporters Nigeria Limited,Germany,2023-08-17,164,44326.56,5980.31,7269555.84,Calabar,Sea,265086570.0336,Germany,51.165691,10.451526
Sesame,Agriplus Nigeria Limited,Sweden,2022-01-16,589,16688.99,5445.11,9829815.11,Lagos,Sea,90873386.3389,Sweden,59.334732,18.057936
Cassava,Prime Agro Exports Nigeria Limited,Denmark,2022-09-29,438,22625.33,6130.91,9909894.54,Warri,Sea,138713861.9503,Denmark,56.2563,9.568083
Sesame,Agro Allied Exporters Nigeria Limited,France,2022-08-26,880,40170.32,6843.59,35349881.6,Warri,Sea,274909200.2488,France,48.856614,2.352221
Rubber,Nigeria Agro Export Company,Italy,2023-04-01,483,42817.53,3137.24,20680866.99,Port Harcourt,Sea,134328867.81719998,Italy,41.890238,12.496365
Cashew,Agro Allied Exporters Nigeria Limited,France,2021-08-06,551,23671.25,6023.56,13042858.75,Lagos,Sea,142585194.65,France,48.856614,2.352221
Cashew,Greenfield Agro Exporters Nigeria Limited,France,2022-12-03,757,15651.76,2822.57,11848382.32,Lagos,Sea,44178188.2232,France,48.856614,2.352221
Rubber,Nigerian Export Promotion Council (NEPC),Switzerland,2023-04-11,131,48048.54,3265.53,6294358.74,Calabar,Sea,156903948.8262,Switzerland,46.818188,8.2275
Cashew,Nigerian Export Promotion Council (NEPC),Belgium,2020-07-08,804,24263.35,4847.33,19507733.4,Calabar,Sea,117612464.3555,Belgium,50.508308,4.351728
Palm Oil,Agriplus Nigeria Limited,Denmark,2023-09-06,614,28806.4,3097.77,17687129.6,Lagos,Sea,89235601.728,Denmark,56.2563,9.568083
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2021-01-27,870,48583.99,3988.43,42268071.3,Lagos,Sea,193773843.23569998,Switzerland,46.818188,8.2275
Plantain,Agro Export Nigeria Ltd,Austria,2022-05-31,539,23220.19,4742.1,12515682.41,Lagos,Sea,110112462.999,Austria,47.516236,14.550072
Palm Oil,Agro Export Nigeria Ltd,Spain,2023-09-20,338,10969.85,9711.49,3707809.3,Calabar,Sea,106533588.5765,Spain,40.463831,-3.749225
Cashew,Agro Export Nigeria Ltd,Belgium,2023-01-31,506,35141.25,6995.65,17781472.5,Warri,Sea,245835885.5625,Belgium,50.508308,4.351728
Plantain,Nigerian Export Promotion Council (NEPC),Netherlands,2020-10-01,223,32345.62,8780.61,7213073.26,Lagos,Sea,284014274.4282,Netherlands,52.377956,4.897976
Palm Oil,Golden Farms Nigeria Limited,Belgium,2021-11-07,873,35948.04,8000.9,31382638.92,Lagos,Sea,287616673.236,Belgium,50.508308,4.351728
Cashew,Solid Agro Nigeria Limited,France,2022-01-03,633,25099.43,2601.78,15887939.19,Lagos,Sea,65303194.985400006,France,48.856614,2.352221
Plantain,Golden Farms Nigeria Limited,Denmark,2021-10-17,874,31711.95,2679.84,27716244.3,Port Harcourt,Sea,84982952.088,Denmark,56.2563,9.568083
Cocoa,Golden Farms Nigeria Limited,Austria,2020-01-06,492,33982.23,3031.16,16719257.16,Lagos,Sea,103005576.28680001,Austria,47.516236,14.550072
Sesame,Agriplus Nigeria Limited,Sweden,2020-11-06,816,24557.22,7507.36,20038691.52,Calabar,Sea,184359891.1392,Sweden,59.334732,18.057936
Cashew,Solid Agro Nigeria Limited,Austria,2022-09-09,504,16636.12,4596.82,8384604.48,Port Harcourt,Sea,76473249.13839999,Austria,47.516236,14.550072
Sesame,Agriplus Nigeria Limited,Italy,2023-10-26,665,47558.52,7747.05,31626415.8,Calabar,Sea,368438232.366,Italy,41.890238,12.496365
Palm Oil,Prime Agro Exports Nigeria Limited,Denmark,2023-02-26,315,41679.02,9014.24,13128891.3,Warri,Sea,375704689.2448,Denmark,56.2563,9.568083
Cocoa,Agro Allied Exporters Nigeria Limited,Netherlands,2023-01-18,179,13561.99,7189.28,2427596.21,Lagos,Sea,97500943.4672,Netherlands,52.377956,4.897976
Cashew,Farmgate Nigeria Limited,France,2021-12-15,773,38681.14,8033.55,29900521.22,Lagos,Sea,310746872.247,France,48.856614,2.352221
Cassava,Golden Farms Nigeria Limited,Germany,2022-11-30,276,11216.66,4708.95,3095798.16,Calabar,Sea,52818691.107,Germany,51.165691,10.451526
Cashew,Prime Agro Exports Nigeria Limited,France,2022-07-22,412,39780.13,7699.27,16389413.56,Lagos,Sea,306277961.5051,France,48.856614,2.352221
Sesame,Solid Agro Nigeria Limited,Italy,2022-05-05,949,38419.36,3631.91,36459972.64,Calabar,Sea,139535657.7776,Italy,41.890238,12.496365
Ginger,Agro Export Nigeria Ltd,Spain,2022-05-05,606,48515.52,6441.57,29400405.12,Lagos,Sea,312516118.16639996,Spain,40.463831,-3.749225
Sesame,Agro Export Nigeria Ltd,Switzerland,2020-09-15,336,45460.52,6073.91,15274734.72,Calabar,Sea,276123107.03319997,Switzerland,46.818188,8.2275
Rubber,Prime Agro Exports Nigeria Limited,Denmark,2020-11-06,938,42349.4,5636.58,39723737.2,Port Harcourt,Sea,238705781.05200002,Denmark,56.2563,9.568083
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Belgium,2022-07-13,305,11804.84,5226.45,3600476.2,Lagos,Sea,61697406.018,Belgium,50.508308,4.351728
Cocoa,Prime Agro Exports Nigeria Limited,Denmark,2023-02-24,696,29398.99,4816.3,20461697.04,Lagos,Sea,141594355.537,Denmark,56.2563,9.568083
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-09-07,397,29715.0,6060.24,11796855.0,Warri,Sea,180080031.6,Sweden,59.334732,18.057936
Cassava,Golden Farms Nigeria Limited,Belgium,2021-04-02,960,42119.76,7291.26,40434969.6,Lagos,Sea,307106121.29760003,Belgium,50.508308,4.351728
Cocoa,Nigeria Agro Export Company,Sweden,2020-08-18,442,39909.45,6492.45,17639976.9,Lagos,Sea,259110108.65249997,Sweden,59.334732,18.057936
Cassava,Nigeria Agro Export Company,Netherlands,2020-11-13,229,18212.59,3226.57,4170683.11,Warri,Sea,58764196.5163,Netherlands,52.377956,4.897976
Rubber,Agriplus Nigeria Limited,Netherlands,2021-05-13,730,44410.29,3170.9,32419511.7,Warri,Sea,140820588.56100002,Netherlands,52.377956,4.897976
Cocoa,Farmgate Nigeria Limited,Germany,2022-02-16,972,12391.17,4739.75,12044217.24,Lagos,Sea,58731048.0075,Germany,51.165691,10.451526
Sesame,Solid Agro Nigeria Limited,Sweden,2020-09-24,903,21669.81,8838.64,19567838.43,Port Harcourt,Sea,191531649.4584,Sweden,59.334732,18.057936
Plantain,Agriplus Nigeria Limited,Denmark,2021-05-14,407,24660.78,5093.85,10036937.46,Lagos,Sea,125618314.20300001,Denmark,56.2563,9.568083
Palm Oil,Solid Agro Nigeria Limited,Spain,2023-02-18,627,15178.04,9884.25,9516631.08,Port Harcourt,Sea,150023541.87,Spain,40.463831,-3.749225
Rubber,Agro Export Nigeria Ltd,Switzerland,2023-03-23,741,28606.38,6771.24,21197327.58,Lagos,Sea,193700664.5112,Switzerland,46.818188,8.2275
Ginger,Solid Agro Nigeria Limited,Austria,2020-03-05,224,45093.4,7090.2,10100921.6,Lagos,Sea,319721224.68,Austria,47.516236,14.550072
Plantain,Golden Farms Nigeria Limited,Italy,2022-05-15,895,44466.3,6556.12,39797338.5,Lagos,Sea,291526398.75600004,Italy,41.890238,12.496365
Palm Oil,Nigerian Export Promotion Council (NEPC),Netherlands,2023-04-01,180,22060.92,3219.94,3970965.6,Warri,Sea,71034838.7448,Netherlands,52.377956,4.897976
Sesame,Agriplus Nigeria Limited,Spain,2021-12-30,972,17424.12,6738.21,16936244.64,Port Harcourt,Sea,117407379.62519999,Spain,40.463831,-3.749225
Palm Oil,Prime Agro Exports Nigeria Limited,France,2022-01-10,304,41022.88,3565.88,12470955.52,Port Harcourt,Sea,146282667.3344,France,48.856614,2.352221
Cashew,Prime Agro Exports Nigeria Limited,Spain,2021-07-17,435,33734.24,7258.28,14674394.4,Lagos,Sea,244852559.50719997,Spain,40.463831,-3.749225
Palm Oil,Agro Export Nigeria Ltd,Belgium,2023-06-05,234,30962.68,6008.63,7245267.12,Port Harcourt,Sea,186043287.9284,Belgium,50.508308,4.351728
Plantain,Prime Agro Exports Nigeria Limited,Belgium,2023-06-15,884,35538.5,5297.56,31416034.0,Lagos,Sea,188267336.06,Belgium,50.508308,4.351728
Plantain,Farmgate Nigeria Limited,Denmark,2020-09-03,646,10338.09,8152.32,6678406.14,Lagos,Sea,84279417.8688,Denmark,56.2563,9.568083
Cassava,Agro Allied Exporters Nigeria Limited,Netherlands,2020-10-24,885,37238.52,5263.08,32956090.2,Lagos,Sea,195989309.84159997,Netherlands,52.377956,4.897976
Plantain,Solid Agro Nigeria Limited,Germany,2020-08-08,463,21324.19,5651.94,9873099.97,Lagos,Sea,120523042.42859998,Germany,51.165691,10.451526
Cassava,Nigeria Agro Export Company,Italy,2023-11-04,635,46224.92,4473.09,29352824.2,Lagos,Sea,206768227.4028,Italy,41.890238,12.496365
Cocoa,Agro Allied Exporters Nigeria Limited,Belgium,2022-07-02,331,40975.54,5778.24,13562903.74,Calabar,Sea,236766504.2496,Belgium,50.508308,4.351728
Sesame,Greenfield Agro Exporters Nigeria Limited,Germany,2022-09-23,519,23287.18,9858.14,12086046.42,Calabar,Sea,229568280.64519998,Germany,51.165691,10.451526
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2022-11-29,558,37757.63,8787.98,21068757.54,Lagos,Sea,331813297.28739995,Switzerland,46.818188,8.2275
Cocoa,Golden Farms Nigeria Limited,France,2021-05-27,480,12519.37,8790.94,6009297.6,Lagos,Sea,110057030.50780001,France,48.856614,2.352221
Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,2023-08-23,858,41834.28,2100.66,35893812.24,Lagos,Sea,87879598.6248,Italy,41.890238,12.496365
Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-01-30,458,13812.54,3177.15,6326143.32,Lagos,Sea,43884511.461,Netherlands,52.377956,4.897976
Ginger,Nigeria Agro Export Company,Austria,2023-10-17,345,40531.92,8482.65,13983512.4,Lagos,Sea,343818091.18799996,Austria,47.516236,14.550072
Cocoa,Solid Agro Nigeria Limited,Sweden,2023-07-18,238,26925.18,2901.45,6408192.84,Lagos,Sea,78122063.51099999,Sweden,59.334732,18.057936
Rubber,Agro Export Nigeria Ltd,Netherlands,2023-09-15,972,28660.03,8220.25,27857549.16,Warri,Sea,235592611.6075,Netherlands,52.377956,4.897976
Rubber,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-11-20,491,45962.15,6370.54,22567415.65,Lagos,Sea,292803715.061,Netherlands,52.377956,4.897976
Cocoa,Agro Allied Exporters Nigeria Limited,France,2022-07-07,954,32313.86,6873.64,30827422.44,Port Harcourt,Sea,222113840.6504,France,48.856614,2.352221
Cocoa,Agriplus Nigeria Limited,Spain,2021-04-15,262,27644.22,2134.18,7242785.64,Lagos,Sea,58997741.4396,Spain,40.463831,-3.749225
Plantain,Nigeria Agro Export Company,Germany,2021-12-18,673,43898.69,2563.04,29543818.37,Lagos,Sea,112514098.4176,Germany,51.165691,10.451526
Cocoa,Agro Export Nigeria Ltd,Belgium,2023-03-04,513,40829.59,5780.88,20945579.67,Calabar,Sea,236030960.2392,Belgium,50.508308,4.351728
Rubber,Golden Farms Nigeria Limited,Netherlands,2020-12-23,684,22639.19,9105.12,15485205.96,Warri,Sea,206132541.6528,Netherlands,52.377956,4.897976
Plantain,Greenfield Agro Exporters Nigeria Limited,Belgium,2020-08-28,230,33065.69,7570.06,7605108.7,Lagos,Sea,250309257.24140003,Belgium,50.508308,4.351728
Sesame,Nigerian Export Promotion Council (NEPC),Switzerland,2021-01-04,877,33879.55,5665.66,29712365.35,Lagos,Sea,191950011.25300002,Switzerland,46.818188,8.2275
Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-10-27,425,45040.57,8443.98,19142242.25,Lagos,Sea,380321672.2686,Switzerland,46.818188,8.2275
Plantain,Greenfield Agro Exporters Nigeria Limited,Germany,2022-06-12,384,21222.42,4490.56,8149409.28,Calabar,Sea,95300550.35520001,Germany,51.165691,10.451526
Cashew,Solid Agro Nigeria Limited,Denmark,2022-03-13,425,18775.34,5343.85,7979519.5,Lagos,Sea,100332600.65900001,Denmark,56.2563,9.568083
Rubber,Nigeria Agro Export Company,Netherlands,2021-05-31,842,44116.31,3737.61,37145933.02,Lagos,Sea,164889561.4191,Netherlands,52.377956,4.897976
Ginger,Agro Export Nigeria Ltd,Italy,2020-01-08,866,37209.43,8028.81,32223366.38,Lagos,Sea,298747443.6783,Italy,41.890238,12.496365
Plantain,Agro Allied Exporters Nigeria Limited,France,2023-05-15,282,46063.17,3544.77,12989813.94,Warri,Sea,163283343.1209,France,48.856614,2.352221
Cassava,Agriplus Nigeria Limited,Denmark,2023-10-14,823,14356.92,7452.1,11815745.16,Lagos,Sea,106989203.532,Denmark,56.2563,9.568083
Rubber,Solid Agro Nigeria Limited,Switzerland,2021-08-10,343,48026.63,6193.02,16473134.09,Lagos,Sea,297429880.1226,Switzerland,46.818188,8.2275
Ginger,Greenfield Agro Exporters Nigeria Limited,Spain,2021-12-15,525,21719.7,9485.05,11402842.5,Lagos,Sea,206012440.48499998,Spain,40.463831,-3.749225
Rubber,Solid Agro Nigeria Limited,Denmark,2021-12-19,562,48517.1,3273.33,27266610.2,Lagos,Sea,158812478.943,Denmark,56.2563,9.568083
Cocoa,Prime Agro Exports Nigeria Limited,Spain,2020-07-19,258,43253.51,3922.14,11159405.58,Warri,Sea,169646321.7114,Spain,40.463831,-3.749225
Ginger,Agro Export Nigeria Ltd,Spain,2021-11-13,385,21988.74,2986.5,8465664.9,Lagos,Sea,65669372.010000005,Spain,40.463831,-3.749225
Plantain,Nigeria Agro Export Company,France,2022-01-11,538,16103.22,9497.29,8663532.36,Lagos,Sea,152936950.27380002,France,48.856614,2.352221
Ginger,Farmgate Nigeria Limited,Switzerland,2020-07-17,499,20654.53,9398.38,10306610.47,Lagos,Sea,194119121.66139996,Switzerland,46.818188,8.2275
Palm Oil,Agriplus Nigeria Limited,Spain,2021-04-25,498,10454.43,7341.9,5206306.14,Lagos,Sea,76755379.617,Spain,40.463831,-3.749225
Sesame,Agro Export Nigeria Ltd,Netherlands,2022-06-06,586,33793.72,9831.95,19803119.92,Calabar,Sea,332258165.35400003,Netherlands,52.377956,4.897976
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-03-27,462,40352.05,5985.5,18642647.1,Lagos,Sea,241527195.275,Sweden,59.334732,18.057936
Palm Oil,Agro Allied Exporters Nigeria Limited,France,2020-07-15,797,44352.82,8523.69,35349197.54,Port Harcourt,Sea,378049688.3058,France,48.856614,2.352221
Sesame,Nigerian Export Promotion Council (NEPC),Austria,2022-04-26,249,43575.52,5482.79,10850304.48,Lagos,Sea,238915425.3008,Austria,47.516236,14.550072
Cashew,Farmgate Nigeria Limited,Belgium,2021-05-14,407,17240.74,7258.3,7016981.18,Lagos,Sea,125138463.14200002,Belgium,50.508308,4.351728
Sesame,Nigeria Agro Export Company,Belgium,2020-07-31,803,13464.75,4787.78,10812194.25,Warri,Sea,64466260.754999995,Belgium,50.508308,4.351728
Palm Oil,Nigeria Agro Export Company,Italy,2021-04-13,326,13973.69,7279.87,4555422.94,Lagos,Sea,101726646.6203,Italy,41.890238,12.496365
Cocoa,Solid Agro Nigeria Limited,Belgium,2022-01-09,394,32556.2,8455.97,12827142.8,Warri,Sea,275294250.514,Belgium,50.508308,4.351728
Sesame,Agriplus Nigeria Limited,Switzerland,2020-08-24,280,25327.4,6295.63,7091672.0,Lagos,Sea,159451939.26200002,Switzerland,46.818188,8.2275
Sesame,Greenfield Agro Exporters Nigeria Limited,Spain,2022-05-19,716,19523.8,7102.27,13979040.8,Calabar,Sea,138663299.026,Spain,40.463831,-3.749225
Ginger,Agro Export Nigeria Ltd,Switzerland,2020-07-23,522,38587.91,7291.1,20142889.02,Lagos,Sea,281348310.601,Switzerland,46.818188,8.2275
Ginger,Golden Farms Nigeria Limited,Sweden,2022-03-24,196,31132.11,5678.06,6101893.56,Lagos,Sea,176769988.50660002,Sweden,59.334732,18.057936
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2020-08-11,578,48791.16,6835.16,28201290.48,Lagos,Sea,333495385.18560004,Denmark,56.2563,9.568083
Plantain,Agro Allied Exporters Nigeria Limited,France,2023-07-15,562,15317.68,4424.41,8608536.16,Port Harcourt,Sea,67771696.5688,France,48.856614,2.352221
Cashew,Golden Farms Nigeria Limited,Italy,2022-04-13,900,27487.89,7714.09,24739101.0,Lagos,Sea,212044057.3701,Italy,41.890238,12.496365
Sesame,Agriplus Nigeria Limited,Spain,2023-03-30,266,27835.87,4866.09,7404341.42,Lagos,Sea,135451848.6483,Spain,40.463831,-3.749225
Cashew,Solid Agro Nigeria Limited,Sweden,2023-03-10,403,12673.28,3954.67,5107331.84,Port Harcourt,Sea,50118640.2176,Sweden,59.334732,18.057936
Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,2022-06-02,322,24656.86,9823.39,7939508.92,Lagos,Sea,242213951.9554,Sweden,59.334732,18.057936
Cashew,Farmgate Nigeria Limited,Italy,2020-08-06,492,49229.66,7287.84,24220992.72,Lagos,Sea,358777885.33440006,Italy,41.890238,12.496365
Cashew,Nigeria Agro Export Company,Belgium,2021-06-30,469,40500.51,9256.95,18994739.19,Calabar,Sea,374911196.04450005,Belgium,50.508308,4.351728
Palm Oil,Solid Agro Nigeria Limited,Netherlands,2020-11-18,617,10920.48,7123.67,6737936.16,Port Harcourt,Sea,77793895.7616,Netherlands,52.377956,4.897976
Cassava,Nigerian Export Promotion Council (NEPC),Austria,2020-04-07,825,44058.73,4559.39,36348452.25,Warri,Sea,200880932.97470003,Austria,47.516236,14.550072
Cassava,Prime Agro Exports Nigeria Limited,Italy,2021-12-21,243,29602.28,9786.18,7193354.04,Warri,Sea,289693240.4904,Italy,41.890238,12.496365
Ginger,Agro Export Nigeria Ltd,Switzerland,2023-10-07,967,40625.11,2102.62,39284481.37,Port Harcourt,Sea,85419168.78819999,Switzerland,46.818188,8.2275
Cassava,Golden Farms Nigeria Limited,Denmark,2022-04-26,185,14847.32,3544.82,2746754.2,Port Harcourt,Sea,52631076.8824,Denmark,56.2563,9.568083
Ginger,Agriplus Nigeria Limited,Denmark,2023-05-21,181,24434.41,5026.98,4422628.21,Warri,Sea,122831290.3818,Denmark,56.2563,9.568083
Ginger,Farmgate Nigeria Limited,Belgium,2022-03-15,173,14946.11,3265.19,2585677.03,Lagos,Sea,48801888.910900004,Belgium,50.508308,4.351728
Palm Oil,Farmgate Nigeria Limited,Spain,2021-04-28,437,34043.56,9211.58,14877035.72,Lagos,Sea,313594976.4248,Spain,40.463831,-3.749225
Cassava,Prime Agro Exports Nigeria Limited,Netherlands,2022-09-22,326,36801.15,6544.27,11997174.9,Lagos,Sea,240836661.91050002,Netherlands,52.377956,4.897976
